Sl. No.,District Code,District Name,District Name (Tamil),Block Code,Block Name,Block Name (Tamil),Village Panchayat Code,Village Panchayat Name,Village Panchayat Name (Tamil)
10801,25,SIVAGANGAI,சிவகங்கை,12,S.PUDUR,எஸ் புதூர்,20,Valasaipatti,வலசைப்பட்டி
10802,25,SIVAGANGAI,சிவகங்கை,12,S.PUDUR,எஸ் புதூர்,21,Warapoor,வாராப்பூர்
10803,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,1,Ramayanpatti,ராமையன்பட்டி
10804,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,2,Munnerpallam,முன்னீர்பள்ளம்
10805,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,3,Seevalaperi,சீவலப்பேரி
10806,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,4,Tharuvai,தருவை
10807,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,5,Rajavallipuram,இராஜவல்லிபுரம்
10808,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,6,Sivanthipatti,சிவந்திப்பட்டி
10809,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,7,Keelapattam,கீழப்பாட்டம்
10810,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,8,Reddiyarpatti,ரெட்டியார்பட்டி
10811,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,9,Naduvakuruchi,நடுவக்குறிச்சி
10812,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,10,Ariyakulam,அரியகுளம்
10813,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,11,Muthur, முத்தூர்
10814,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,12,Keelanatham,கீழநத்தம்
10815,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,13,Nochikulam,நொச்சிகுளம்
10816,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,14,Sengulam,செங்குளம்
10817,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,15,Thiruvenkadanathapuram,திருவேங்கடநாதபுரம்
10818,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,16,Pudukulam,புதுக்குளம்
10819,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,17,Palayamchettikulam,பாளையம்செட்டிகுளம்
10820,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,18,Thirumalaikolundupuram,திருமலைக்கொழுந்துபுரம்
10821,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,19,Melaputhaneri,மேலபுத்தனேரி
10822,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,20,Kunnathur,குன்னத்தூர்
10823,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,21,Melapattam,மேலப்பாட்டம்
10824,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,22,Manappadaiveedu,மணப்படைவீடு
10825,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,23,Thidiyoor,திடியூர்
10826,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,24,Udayarkulam,உடையார்குளம்
10827,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,25,Maruthur,மருதூர்
10828,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,26,Kansapuram,கான்சாபுரம்
10829,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,27,Konganthanparai,கொங்கந்தான்பாறை
10830,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,28,Melathidiyoor,மேலதிடியூர்
10831,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,29,Ponnagudi,பொன்னாக்குடி
10832,26,TIRUNELVELI,திருநெல்வேலி,1,PALAYAMKOTTAI,பாளையங்கோட்டை,30,Itteri,இட்டேரி      
10833,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,1,Gangaikondan,கங்கைகொண்டான்
10834,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,2,Thalaiyuthu,தாழையூத்து
10835,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,3,Suthamalli, சுத்தமல்லி
10836,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,4,Ukkirankottai,உக்கிரன்கோட்டை
10837,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,5,Pallikottai,பல்லிக்கோட்டை
10838,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,6,Palamadai,பாலாமடை
10839,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,7,Pillaiyarkulam,பிள்ளையார்குளம்
10840,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,8,Seliyanallur,செழியநல்லூர்
10841,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,9,Pirancheri,பிராஞ்சேரி
10842,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,10,Vagaikulam,வாகைக்குளம்
10843,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,11,Kodaganallur,கோடகநல்லூர்
10844,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,12,Alagiyapandiyapuram,அழகியபாண்டியபுரம்
10845,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,13,Manur,மானூர்
10846,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,14,Thenkalam,தென்கலம்
10847,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,15,Madavakurichi,மதவக்குறிச்சி
10848,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,16,Seethaparpanallur,சீதபற்பநல்லூர்
10849,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,17,Thirupanikarisalkulam,திருப்பணிகரிசல்குளம்
10850,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,18,Therkkupatti,தெற்குப்பட்டி
10851,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,19,Kalakudi,களக்குடி
10852,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,20,Kattarankulam,கட்டாரங்குளம்
10853,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,21,Narasinganallur,நரசிங்கநல்லூர்
10854,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,22,Pudur,புதூர்
10855,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,23,Ettankulam,எட்டான்குளம்
10856,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,24,Palavoor,பழவூர்
10857,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,25,Mavadi,மாவடி
10858,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,26,Kuppakurichi,குப்பக்குறிச்சி
10859,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,27,Vellalankulam,வெள்ளாளன்குளம்
10860,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,28,Thenpathu,தென்பத்து
10861,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,29,Nanjankulam,நாஞ்சான்குளம்
10862,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,30,Kanarpatti,கானார்பட்டி
10863,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,31,Kondanagaram,கொண்டாநகரம்
10864,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,32,Sanganthiradu,சங்கன்திரடு
10865,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,33,Alangaraperi,அலங்காரப்பேரி
10866,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,34,Vallavankottai,வல்லவன்கோட்டை
10867,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,35,Kurichikulam,குறிச்சிகுளம்
10868,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,36,Pettai   Rural,பேட்டைரூரல்
10869,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,37,Melakallur,மேலக்கல்லூர்
10870,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,38,Chitharchatram,சித்தார்சத்திரம்
10871,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,39,Karunkadu,கருங்காடு
10872,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,40,Sethurayanpudur,சேதுராயன்புதூர்
10873,26,TIRUNELVELI,திருநெல்வேலி,2,MANUR,மானூர்,41,Thulukkarkulam,துலுக்கர்குளம்
10874,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,1,Serndamangalam kasba,சேர்ந்தமங்கலம் கஸ்பா
10875,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,2,Vannikonendal,வன்னிகோனேந்தல்
10876,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,3,Vadakkupanavadali,வடக்குபனவடலி
10877,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,4,Serndamangalam majara,சேர்ந்தமங்கலம் மஜாரா
10878,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,5,Keelaneelithanallur,கீழநீலிதநல்லூர்
10879,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,6,Kulasekaramangalam,குலசேகரமங்கலம்
10880,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,7,Achampatty,அச்சம்பட்டி
10881,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,8,Kurukkalpatty,குருக்கள்பட்டி
10882,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,9,Devarkulam,தேவர்குளம்
10883,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,10,Melailanthaikulam,மேலஇலந்தைகுளம்
10884,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,11,Echanda,ஈச்சந்தா
10885,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,12,Vellalankulam,வெள்ளாளன்குளம்
10886,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,13,Vellappaneri,வெள்ளப்பனேரி
10887,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,14,Naduvakurichi majar,நடுவக்குறிச்சி மேஜர்
10888,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,15,Periakovilankulam,பெரியகோவிலான்குளம்
10889,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,16,Sundankuruchi,சுண்டங்குறிச்சி
10890,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,17,Ko.marathappapuram,கோ. மருதப்பபுரம்
10891,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,18,Pattadaikatti,பட்டாடைகட்டி
10892,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,19,Thadiyampatty,தடியம்பட்டி
10893,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,20,Melaneelithanallur,மேலநீலிதநல்லூர்
10894,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,21,Moovirunthali,மூவிருந்தாளி
10895,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,22,Naduvakurichi minor,நடுவக்குறிச்சி மைனர்
10896,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,23,Narikudi,நரிக்குடி
10897,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,24,Ilandhikulam,இலந்தைக்குளம்
10898,26,TIRUNELVELI,திருநெல்வேலி,3,MELANEELITHANALLUR,மேலநீலதநல்லூர்,25,Chinnakovilankulam,சின்னகோவிலான்குளம்
10899,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,1,Kalingapatti,கலிங்கப்பட்டி
10900,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,2,Perunkottur,பெருங்கோட்டூர்
10901,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,3,Palankottai,பழங்கோட்டை
10902,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,4,Vadakku   Kuruvikulam,வடக்கு குருவிகுளம்
10903,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,5,Sayamalai,சாயமலை
10904,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,6,Sevalkulam,செவல்குளம்
10905,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,7,Karisathan,காரிசாத்தான்
10906,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,8,Alagapuri,அழகாபுரி
10907,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,9,A.   Karisalkulam,அ.கரிசல்குளம்
10908,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,10,Vellakulam,வெள்ளாகுளம்
10909,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,11,Varaganoor,வரகனூர்
10910,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,12,Ayyaneri,அய்யனேரி
10911,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,13,T.   Kuruvikulam,தெற்கு குருவிகுளம்
10912,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,14,Chathirakondan,சத்திரகொண்டான்
10913,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,15,Nalandula,நாலாந்துலா
10914,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,16,Mahenderavadi,மகேந்திரவாடி
10915,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,17,Sangupatti,சங்குபட்டி
10916,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,18,Malayankulam,மலையாங்குளம்
10917,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,19,Appaneri,அப்பனேரி
10918,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,20,Maiparai,மைப்பாறை
10919,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,21,Ramalingapuram,இராமலிங்கபுரம்
10920,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,22,Maruthankinaru,மருதன்கிணறு
10921,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,23,Kalappalankulam,களப்பாளங்குளம்
10922,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,24,Mukkuttumalai,முக்கூட்டுமலை
10923,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,25,Pillaiyarnatham,பிள்ளையார்நத்தம்
10924,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,26,Chathirapatti,சத்திரப்பட்டி
10925,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,27,Vagaikulam,வாகைகுளம்
10926,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,28,Kurunjakulam,குருஞ்சாக்குளம்
10927,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,29,Zameen    Devarkulam,ஜமீன்தேவர்குளம்
10928,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,30,Venkatachalapuram,வெங்கடாசலபுரம்
10929,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,31,Chidhambarapuram,சிதம்பராபுரம்
10930,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,32,Athipatti,அத்திப்பட்டி
10931,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,33,Pitchaithalaivanpatti,பிச்சைத்தலைவன்பட்டி
10932,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,34,Puliyankulam,புளியங்குளம்
10933,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,35,K.   Alankulam,கே.ஆலங்குளம்
10934,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,36,Umaiyathalaivanpatty,உமையத்தலைவன்பட்டி
10935,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,37,Vadakkupatti,வடக்குப்பட்டி
10936,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,38,Ilayarasanendal,இளையரசனேந்தல்
10937,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,39,Chithirampatti,சித்திரம்பட்டி
10938,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,40,Nakkalamuthanpatti,நக்கலமுத்தன்பட்டி
10939,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,41,K.   Karisalkulam,கே.கரிசல்குளம்
10940,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,42,Kulakattakuruchi,குளக்கட்டாகுறிச்சி
10941,26,TIRUNELVELI,திருநெல்வேலி,4,KURUVIKULAM,குருவிகுளம்,43,Usilankulam,உசிலங்குளம்
10942,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,1,Veerasigamani,வீரசிகாமணி
10943,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,2,Kalappakulam,களப்பாகுளம்
10944,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,3,Karivalamvandanallur,கரிவலம்வந்தநல்லூர்
10945,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,4,Ariyanayagipuram,அரியநாயகிபுரம்
10946,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,5,Panaiyoor,பனையூர்
10947,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,6,T.sankarankoil,T.சங்கரன்கோவில்
10948,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,7,Madathupatty,மடத்துபட்டி
10949,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,8,Pandapuli,பந்தபுளி
10950,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,9,Perumpathur,பெரும்பத்தூர்
10951,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,10,Vadakkupudur,வடக்குபுதூர்
10952,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,11,Thiruvettanallur,திருவேட்டநல்லூர்
10953,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,12,Perumalpatty,பெருமாள்பட்டி
10954,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,13,Paruvakudi,பருவகுடி
10955,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,14,Subbulapuram,சுப்புலாபுரம்
10956,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,15,Sennikulam,சென்னிகுளம்
10957,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,16,Keelaveerasigamanai,கீழவீரசிகாமணி
10958,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,17,Mangudi,மாங்குடி
10959,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,18,Kuvalaikanni,குவளைக்கண்ணி
10960,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,19,Vayali,வயலி
10961,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,20,Vadikottai,வாடிகோட்டை
10962,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,21,Ramanathapuram,ராமநாதபுரம்
10963,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,22,Veereruppu,வீரீருப்பு
10964,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,23,Senthatiyapuram,செந்தட்டியாபுரம்
10965,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,24,Manaloor,மணலூர்
10966,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,25,Periyoor,பெரியூர்
10967,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,26,Nochikulam,நொச்சிகுளம்
10968,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,27,Punnaivanam,புன்னைவனம்
10969,26,TIRUNELVELI,திருநெல்வேலி,5,SANKARANKOIL,சங்கரன்கோயில்,28,Poigai,பொய்கை
10970,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,1,Sivanthipuram,சிவந்திபுரம்
10971,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,2,Brammadesam,பிரம்மதேசம்
10972,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,3,Vellanguli,வெள்ளங்குளி
10973,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,4,Mannarkovil,மன்னார்கோவில்
10974,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,5,Ayansingampatti,அயன்சிங்கம்பட்டி
10975,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,6,Vagaikulam,வாகைக்குளம்
10976,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,7,Kodarankulam,கோடாரங்குளம்
10977,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,8,Vairavikulam,வைராவிகுளம்
10978,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,9,Therkku Pappankulam,தெற்கு பாப்பான்குளம்
10979,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,10,Zamin Singampatty,ஜமீன்சிங்கம்பட்டி
10980,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,11,Ayanthiruvaleeswaram,அயன்திருவாலீஸ்வரம்
10981,26,TIRUNELVELI,திருநெல்வேலி,6,AMBASAMUDRAM,அம்பாசமுத்திரம்,12,Adaiyakarunkulam,அடையக்கருங்குளம்
10982,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,1,Pudukudi,புதுக்குடி
10983,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,2,Vadakkukarukuruchi,வடக்குகருகுருச்சி
10984,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,3,Koniyoor,கொனியூர்
10985,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,4,Thiruvirunthanpuli,திருவிருந்தன்புளி
10986,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,5,Karisalpatty,கரிசல்பட்டி
10987,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,6,T.Veeravanallur,வீரவநல்லூர்
10988,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,7,Pottal,பொட்டல்
10989,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,8,Moolachi,மூலச்சி
10990,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,9,Ulagankulam,உலகன்குலம்
10991,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,10,Malayankulam,மலயன்குளம்
10992,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,11,T.Ariyanayagipuram,அரியநாயகிபுரம்   
10993,26,TIRUNELVELI,திருநெல்வேலி,7,CHERANMAHADEVI,சேரன்மாதேவி,12,Venkatarengapuram,வெங்கடறேங்கபுரம்     
