Sl. No.,District Code,District Name,District Name (Tamil),Block Code,Block Name,Block Name (Tamil),Village Panchayat Code,Village Panchayat Name,Village Panchayat Name (Tamil)
10994,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,1,Pappakudi,பாப்பாக்குடி 
10995,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,2,Kuthapanchan,குத்தபன்ச்சன்    
10996,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,3,V.Ariyanayagipuram,வடக்குஅரியநாயகிபுரம்    
10997,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,4,Maruthamputhur,மருதம்புத்தூர்  
10998,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,5,Arikasavanallur,அரிகேசவநல்லூர்    
10999,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,6,Idaikal,இடைகால்  
11000,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,7,Oodaimarichan,ஒடைமரிச்சான்     
11001,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,8,Pudupatti,புதுப்பட்டி  
11002,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,9,Pallakal,பள்ளக்கால்   
11003,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,10,Rengasamudram,ரெண்கசமுட்ரம்  
11004,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,11,Kabaliparai,கபாளிபாறை  
11005,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,12,Athalanallur,அத்தாளநல்லூர் 
11006,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,13,Mailappapuram,மைலப்பபுரம்  
11007,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,14,Sattupathu,சாட்டுபத்து 
11008,26,TIRUNELVELI,திருநெல்வேலி,8,PAPPAKUDI,பாப்பாகுடி,15,Thirupudaimaruthur,திருப்புடைமருதூர் 
11009,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,1,Vengadampatti,வெங்கடாம்பட்டி
11010,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,2,keela Kadayam,கீழகடையம்
11011,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,3,Pottalpudur,பொட்டல்புதூர்    
11012,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,4,Keela Ambur,கீழஆம்பூர்
11013,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,5,Kadayam,கடையம்
11014,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,6,Kadayam Perumpathu,டையம்பெரும்பத்
11015,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,7,Pappankulam,பாப்பன்குளம்
11016,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,8,Servaikaranpatti,சேர்வைகரன்பட்டி
11017,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,9,A.P.Nadanoor,எ .பி.நாடனூர்
11018,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,10,Mela Ambur,மேல ஆம்பூர்
11019,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,11,Ravanasamudram,இரவணசமுத்திரம் 
11020,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,12,Therkkumadathur,தெற்குமடத்தூர்
11021,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,13,Adaichani,அடைச்சாணி
11022,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,14,Dharmapurammadam,தர்மபுரம்மடம்
11023,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,15,Manthiyoor,மந்தியூர்
11024,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,16,Ainthnkattalai,அயிந்த்ன்கட்டளை
11025,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,17,Mudaliyarpatti,முதலியார்பட்டி
11026,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,18,Thirumalaiyappapuram,திருமலையப்பாபுரம்
11027,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,19,Thoppakudi,துப்பாக்குடி
11028,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,20,Govindaperi,கோவிந்தபேரி
11029,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,21,Madathur,மடத்தூர்
11030,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,22,Sivasailam,சிவசைலம்
11031,26,TIRUNELVELI,திருநெல்வேலி,9,KADAYAM,கடையம்,23,Virasamudram,வீராசமுத்திரம் 
11032,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,1,Dhalapathisamudram,தளபதிசமுதரம்
11033,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,2,Munanjipatti,முனஞ்சிபட்டி
11034,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,3,Alagappapuram,அழகப்பபுரம்
11035,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,4,Rajakamangalam,ராஜகமங்கலம்
11036,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,5,Illankulam,இல்லன்குலம்
11037,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,6,Ramakrishnapuram,ராமகிரிஷ்ணபுரம்
11038,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,7,Kadankulamthirumalapuram,கடன்குலம்திருமலபுரம்
11039,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,8,Ittamozhi,இட்டமொழி
11040,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,9,Eraipuvari,இறைபுவரி
11041,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,10,Thottakudi,தொட்டகுடி
11042,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,11,Karanthaneri,கரந்தநெறி
11043,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,12,A.Sathankulam,A. சாத்தன்குளம்
11044,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,13,Marukalakuruchi,மருகலகுருசி
11045,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,14,S. Venkat Rayapuram,S. வெங்கட்ராயபுரம்
11046,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,15,Ariyakulam,அரியகுளம்
11047,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,16,Sanganankulam,சங்கனன்குளம்
11048,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,17,Vijianarayanam,விஜயநாராயணம்
11049,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,18,T.Nanguneri,தெற்கு நாங்குநேரி
11050,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,19,Paruthipadu,பருதிபடு
11051,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,20,Poolam,புலம்
11052,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,21,Alwaneri,அல்வாநெறி
11053,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,22,Singaneri,சிங்கநேரி
11054,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,23,Pappankulam,பாப்பான்குளம்
11055,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,24,Shenbagaramanallur,சென்பகராமநல்லூர்
11056,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,25,Unnankulam, உன்னங்குளம்
11057,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,26,Koonthankulam,கூந்தன்குளம்
11058,26,TIRUNELVELI,திருநெல்வேலி,10,NANGUNERI,நாங்குனேரி,27,Sindamani,சிந்தாமணி
11059,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,1,Puliyurkuruchi,புலியூர்குருச்சி
11060,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,2,Devanallur,தேவநல்லூர்
11061,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,3,Koilammalpuram,கொய்லம்மாள்புரம்
11062,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,4,Chengalakuruchi,செங்கலாகுருச்சி
11063,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,5,Singikulam,சிங்கிகுளம்
11064,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,6,Malaiadipudur,மலையடிபுதூர்
11065,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,7,Padmaneri,பத்மனேரி
11066,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,8,Kallikulam,கள்ளிகுளம்
11067,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,9,Kadamboduvalvu,கடம்போடுவாழ்வு
11068,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,10,Thalavaipuram,தளவாய்புரம்
11069,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,11,Vadakattchimadil,வடுகட்சி மதில்
11070,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,12,Idayankulam,இடையன்குளம்
11071,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,13,Keela Kaduvetti,கீழகாடுவெட்டி
11072,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,14,Padaliyarkulam,படலையார்குளம்
11073,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,15,Soorankudi,சூரங்குடி
11074,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,16,Sivalaperi,சீவலாபேரி
11075,26,TIRUNELVELI,திருநெல்வேலி,11,KALAKADU,களக்காடு,17,Keela Karuvelankulam,கீழ  கருவேலன்குலம்
11076,26,TIRUNELVELI,திருநெல்வேலி,12,VALLIYOOR,வள்ளியூர்,1,Levanchipuram,லெவிஞ்சிபுரம் 
11077,26,TIRUNELVELI,திருநெல்வேலி,12,VALLIYOOR,வள்ளியூர்,2,Chettikulam,செட்டிகுளம் 
11078,26,TIRUNELVELI,திருநெல்வேலி,12,VALLIYOOR,வள்ளியூர்,3,Kavalkinaru,காவல்கிணறு
11079,26,TIRUNELVELI,திருநெல்வேலி,12,VALLIYOOR,வள்ளியூர்,4,T.Valliyoor,தெற்கு வள்ளியூர்
11080,26,TIRUNELVELI,திருநெல்வேலி,12,VALLIYOOR,வள்ளியூர்,5,Avaraikulam,ஆவரைகுளம்
11081,26,TIRUNELVELI,திருநெல்வேலி,12,VALLIYOOR,வள்ளியூர்,6,Vadakkankulam,வடக்கன்குளம்
11082,26,TIRUNELVELI,திருநெல்வேலி,12,VALLIYOOR,வள்ளியூர்,7,Danakkarkulam,தனக்கர்குளம்   
11083,26,TIRUNELVELI,திருநெல்வேலி,12,VALLIYOOR,வள்ளியூர்,8,Veppilankulam,வேப்பிலான்குளம்
11084,26,TIRUNELVELI,திருநெல்வேலி,12,VALLIYOOR,வள்ளியூர்,9,Erukkandurai,இருக்கந்துரை
11085,26,TIRUNELVELI,திருநெல்வேலி,12,VALLIYOOR,வள்ளியூர்,10,Anaikulam,ஆனைகுளம்
